step,policy_arm_delta,command_arm_delta,observed_arm_delta,policy_gripper_delta,command_gripper_delta,observed_gripper_delta,command_arm_delta_change,command_gripper_delta_change,command_follow_error_arm,command_follow_error_gripper,target_period_sec,step_elapsed_sec,control_overrun
107,0.09708034992218018,0.015000000596046448,0.0018402750138193369,0.005293667316436768,0.005293667316436768,0.005293667316436768,0.004000000189989805,0.008793115615844727,0.0137854665517807,0.0,0.04,0.0399844020139426,False
108,0.12369166314601898,0.015000000596046448,0.0034903287887573242,0.008937716484069824,0.008937716484069824,0.008937716484069824,0.003999993205070496,0.014231383800506592,0.013753056526184082,0.0,0.04,0.04110373300500214,True
109,0.1411169320344925,0.015000000596046448,0.003370732069015503,0.005543649196624756,0.005543649196624756,0.005543649196624756,0.004000000189989805,0.008259415626525879,0.01224750280380249,0.0,0.04,0.04367908800486475,True
110,0.17361509799957275,0.015000000596046448,0.0034040510654449463,0.0046195387840271,0.0046195387840271,0.0046195387840271,0.003999948501586914,0.010163187980651855,0.01242208480834961,0.0,0.04,0.047384354984387755,True
111,0.1702110469341278,0.015000000596046448,0.00253903865814209,0.0,0.0,0.0,0.003999948501586914,0.0046195387840271,0.013198435306549072,0.0,0.04,0.03607364802155644,False
112,0.16840948164463043,0.015000000596046448,0.0028769969940185547,0.0,0.0,0.0,0.0016987323760986328,0.0,0.012646526098251343,0.0,0.04,0.03595857601612806,False
113,0.16605600714683533,0.015000000596046448,0.002712726593017578,0.0,0.0,0.0,0.0014058351516723633,0.0,0.012597844004631042,0.0,0.04,0.036453919019550085,False
114,0.16345064342021942,0.015000000596046448,0.0025893449783325195,0.0,0.0,0.0,0.0024906396865844727,0.0,0.012456104159355164,0.0,0.04,0.04008354002144188,True
115,0.16090674698352814,0.015000000596046448,0.0026100873947143555,0.0,0.0,0.0,0.0024635791778564453,0.0,0.012502327561378479,0.0,0.04,0.04363981296774,True
116,0.15840907394886017,0.015000000596046448,0.002583831548690796,0.0,0.0,0.0,0.0026100873947143555,0.0,0.012452572584152222,0.0,0.04,0.04379247594624758,True
117,0.15582524240016937,0.015000000596046448,0.002822399139404297,0.0,0.0,0.0,0.002560853958129883,0.0,0.012191295623779297,0.0,0.04,0.047281326027587056,True
